PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia,dwood,sla_var
0.0,7.094675730339247,0.271963626984611,5.548279920860934,0.0,8.160146836380397,0.145,0.0,0.855,1.0,0.020545109021804363,0.0,0.028841768353670732,0.001613882776555311,0.0,0.0046023004600920184,0.1535770400545192,0.0,0.6082650564805011,0.01169734410485553
1.0,13.59047282901502,0.4987286202553214,6.070132960467747,0.0,4.29709123686826,0.44875,0.0,0.55125,1.0,0.044804960992198446,0.0,0.010123224644928985,0.009204200840168033,0.0,0.0017055811162232446,0.744744027409027,0.0,0.5847101642844812,0.031162046731726123
2.0,7.242509364731566,0.6601624393240648,7.548268774908867,0.0,1.0672960917352496,0.43,0.0,0.57,1.0,0.01909441888377676,0.0,0.0544882976595319,0.004270494098819763,0.0,0.004231866373274655,0.7631042109115195,0.0,0.5358197706741905,0.029808238154655838
3.0,9.782111581051737,0.6957600163860048,7.583604206497198,0.0,7.785634783871015,0.84625,0.0,0.15375,1.0,0.006410682136427286,0.0,0.011834566913382676,0.003418443688737747,0.0,0.004340928185637127,0.3721124540855248,0.0,0.5879456489809086,0.027437214065926495
4.0,16.511910274382366,0.6359246312903974,5.985960734410831,0.0,2.0235129158836314,0.15,0.0,0.85,1.0,0.039031606321264255,0.0,0.041387677535507095,0.008340988197639527,0.0,0.0037890378075615123,0.3483121288957821,0.0,0.7305387239771778,0.032820421839874006
5.0,17.204428313161678,0.5555661113463761,4.385320912896807,0.0,2.7021325930814415,0.94375,0.0,0.05625,1.0,0.02489717943588718,0.0,0.019801160232046408,0.0004176635327065413,0.0,0.0021634526905381078,0.18505640261547965,0.0,0.5014826809744157,0.013756751529228135
6.0,0.3722283846378095,0.25189675459277105,5.618149807664214,0.0,2.0654727741791423,0.26125,0.0,0.73875,1.0,0.019221844368873777,0.0,0.006783156631326265,0.0009664732946589317,0.0,0.0015720744148829764,0.6300048317117775,0.0,0.5419998064682479,0.03102992766327057
7.0,12.36482797427751,0.27325557945817625,2.9281294961378945,0.0,1.1347798664517512,0.61375,0.0,0.38625,1.0,0.045246049209841974,0.0,0.05733266653330665,0.007937287457491497,0.0,0.0012542908581716344,0.4269074820341448,0.0,0.8465541174046627,0.03341360038036604
8.0,9.9026492093017,0.5287121678632163,6.988199762868227,0.0,6.466524181183402,0.81375,0.0,0.18625,1.0,0.03860032006401281,0.0,0.007007401480296059,0.00463884776955391,0.0,0.0032973194638927783,0.06094250179244235,0.0,0.5325925481284598,0.03395969369444783
9.0,7.4016880474603,0.548868389852349,5.05355488897167,0.0,2.9776417268723026,0.145,0.0,0.855,1.0,0.04885317063412683,0.0,0.03106061212242448,0.005926225245049009,0.0,0.003162872574514903,0.562668668378084,0.0,0.7055323607452346,0.013203110185037595
10.0,5.228038804842044,0.5810142207075768,5.485551254282685,0.0,2.7980991475068255,0.085,0.0,0.915,1.0,0.017428085617123428,0.0,0.021583316663332665,0.006489917983596718,0.0,0.0020045609121824366,0.605832902920365,0.0,0.7461832496973432,0.02730618915777755
11.0,7.648499858477649,0.24402701912760388,2.726070206456061,0.0,0.6703335187782561,0.9025,0.0,0.0975,1.0,0.039217843568713745,0.0,0.030458691738347667,0.002562672534506901,0.0,0.0030284256851370274,0.8160878394284005,0.0,0.5262893541706302,0.012071446626915318
12.0,14.328060283840406,0.6165612932228028,6.4894748858093285,0.0,5.325793858820049,0.33375,0.0,0.66625,1.0,0.0467751550310062,0.0,0.011114622924584917,0.0011078615723144629,0.0,0.00482136427285457,0.18232088072434932,0.0,0.8579929673195641,0.03980483064204229
13.0,0.7401490766545171,0.4622087375012437,4.743060144098355,0.0,4.786948594254625,0.22375,0.0,0.77625,1.0,0.029386477295459096,0.0,0.02762612522504501,0.00900514102820564,0.0,0.002995519103820764,0.5904887104575083,0.0,0.6474885880855917,0.021518947074900933
14.0,5.412639068810561,0.47285195191967644,6.914957077764341,0.0,1.0252876581502994,0.50125,0.0,0.49875,1.0,0.0445991198239648,0.0,0.033279455891178235,0.00511882376475295,0.0,0.0005500900180036007,0.4533076361784982,0.0,0.5342970384961011,0.009858785519536954
15.0,6.8005572355014055,0.46182556889111037,2.063815318066586,0.0,7.790729419481464,0.14125,0.0,0.85875,1.0,0.011546909381876375,0.0,0.012578115623124622,0.000486497299459892,0.0,0.0010869373874774955,0.7782811181088493,0.0,0.8659826291079005,0.039503001059915055
16.0,3.7030850714459755,0.5467317478355364,6.923512058900086,0.0,7.3112797715694295,0.835,0.0,0.165,1.0,0.017437887577515507,0.0,0.03765813162632526,0.001933866773354671,0.0,0.0022048209641928385,0.30199700093831683,0.0,0.768115674323993,0.0203476756873318
