PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia,dwood,sla_var
0.0,14.43904416472684,0.5098205747132101,3.110206293888219,0.0,4.760212595224977,0.3025,0.0,0.6975,1.0,0.008380876175235048,0.0,0.006063212642528505,0.0010315863172634526,0.0,0.00044666933386677333,0.7475686745194362,0.0,0.8733301561588589,0.014770629948378479
1.0,15.265352467618722,0.3302522725626792,5.414273933933902,0.0,2.915977818180744,0.7925,0.0,0.2075,1.0,0.03131746349269854,0.0,0.03403480696139227,0.004272354470894178,0.0,0.003382876575315063,0.018663955078002045,0.0,0.6259073122855617,0.03118739169965362
2.0,0.7833690004215557,0.301516784940029,5.712702266951272,0.0,8.112573376967632,0.815,0.0,0.185,1.0,0.02537747549509902,0.0,0.046781356271254244,0.005102080416083216,0.0,0.0016134426885377074,0.08766882454538741,0.0,0.8987013519901305,0.030851633772179837
3.0,18.71329294026271,0.4948293392038514,2.4779181928368774,0.0,2.2078389479253406,0.14875,0.0,0.85125,1.0,0.02390718143628726,0.0,0.03540388077615523,0.006595959191838367,0.0,0.001958491698339668,0.5418263156688039,0.0,0.5651595440863827,0.027365992433718976
4.0,16.076378566569357,0.32410146127060124,5.059268124086806,0.0,4.328062709074686,0.80125,0.0,0.19875,1.0,0.033591518303660736,0.0,0.005555711142228445,0.0024175635127025403,0.0,0.00183626725345069,0.023033523192370023,0.0,0.6129847643430204,0.03793117272626238
5.0,1.2525704831084383,0.4215307564206464,4.177328897776595,0.0,7.077478824828723,0.685,0.0,0.315,1.0,0.034591318263652734,0.0,0.010430086017203438,0.0033830966193238647,0.0,0.0008612922584516902,0.19277923004368272,0.0,0.6458835959117805,0.014683150777172468
6.0,10.936886863461158,0.2630489451366336,2.2379638201600613,0.0,8.111638308349965,0.465,0.0,0.535,1.0,0.02340728145629126,0.0,0.04930706141228245,0.006502940588117623,0.0,0.004598539707941589,0.42169178660553003,0.0,0.7244469644330834,0.01778377934442745
7.0,10.4107209005123,0.6514003843009961,5.8489557112177515,0.0,2.5520864264534056,0.31625,0.0,0.68375,1.0,0.04324644928985798,0.0,0.03918063612722544,0.006179235847169433,0.0,0.004849569913982796,0.5642435100672285,0.0,0.7119208999138522,0.03544037902289854
8.0,10.323966259872227,0.6534088156605464,8.190787821438363,0.0,3.849262375606937,0.565,0.0,0.435,1.0,0.028347469493898783,0.0,0.032559511902380475,0.001805501100220044,0.0,0.0007447089417883577,0.7343434235513799,0.0,0.6419090306581812,0.0365614774226714
9.0,1.4224817845779365,0.6557305462599488,2.5848944435073675,0.0,2.071979034193469,0.5575,0.0,0.4425,1.0,0.024015003000600124,0.0,0.03656051210242048,0.0040770154030806156,0.0,0.0037749349869973994,0.6730348451323906,0.0,0.7340006555607449,0.02253791248397125
10.0,10.592303545068066,0.5317334917527714,4.27323514954805,0.0,2.3880894477230457,0.1825,0.0,0.8175,1.0,0.03790438087617524,0.0,0.016461092218443687,0.009462792558511702,0.0,0.004558111622324465,0.44191681725884074,0.0,0.800014100189412,0.03444499337817859
11.0,9.670217521640312,0.6374175136461038,3.251241077376503,0.0,7.712464145257796,0.385,0.0,0.615,1.0,0.01400720144028806,0.0,0.052434686937387474,0.007773574714942988,0.0,0.002264052810562112,0.3010108246479177,0.0,0.505980233049741,0.023384598145108244
12.0,9.474328568283106,0.32137916021674406,2.4929861551936785,0.0,2.7048949705637053,0.84375,0.0,0.15625,1.0,0.019339467893578717,0.0,0.02838147629525905,0.005725305061012201,0.0,0.0034167233446689336,0.04333208696352909,0.0,0.8593082944175947,0.021604832457052792
13.0,17.2370966534171,0.21172692957514455,4.545397281127969,0.0,0.9950056853606574,0.46625,0.0,0.53375,1.0,0.028337667533506705,0.0,0.05656551310262052,0.004584896979395878,0.0,0.0027914982996599317,0.5481618161755811,0.0,0.6876935987597804,0.037515380716416274
14.0,5.8191906571952146,0.5748254280470247,4.68229199631673,0.0,6.85182398072994,0.805,0.0,0.195,1.0,0.025740148029605923,0.0,0.023849369873974794,0.0011580916183236646,0.0,0.0011659131826365272,0.7225016216259661,0.0,0.6983444292575799,0.031999773958052875
15.0,18.257052138991586,0.5907015302034032,6.001869312167545,0.0,6.459062094527117,0.31,0.0,0.69,1.0,0.048343468693738754,0.0,0.03408201640328065,0.0039374874974995,0.0,0.00260252050410082,0.9546881211242522,0.0,0.5964334892757265,0.020088109467702283
16.0,1.6671679127530246,0.43097972989678934,4.5018461714848765,0.0,2.0742854459190077,0.94125,0.0,0.05875,1.0,0.022289857971594322,0.0,0.049295259051810356,0.002010142028405681,0.0,0.0024567913582716544,0.39187289855333024,0.0,0.8965973006128796,0.027013658965586704
